Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
Norte,Franco,Maiz,527.4068631303394,39.780046897826594,False,False,Lluvioso,71,3.85657045230044
Este,Calcáreo,Cebada,855.6987588896794,36.61564714600176,False,False,Lluvioso,64,4.708054341282098
Este,Turba,Maiz,883.5215892608097,24.241319330926903,True,True,Nublado,113,7.776557767895388
Oeste,Turba,Maiz,716.9895458460126,34.69897462821473,True,True,Lluvioso,116,7.064135660066221
Este,Calcáreo,Cebada,295.68244180701595,22.399383990622898,False,True,Soleado,135,3.0508198890015548
Norte,Arcilloso,Cebada,684.8859370346282,17.560642587903104,False,True,Soleado,113,5.218770382823876
Sur,Arenoso,Cebada,164.61461390140033,22.40540835189957,False,True,Nublado,120,2.166145989478633
Sur,Turba,Cebada,193.7926306943208,21.94609592311964,True,False,Soleado,134,3.151859506904412
Este,Arenoso,Cebada,697.1950476315536,36.24605716886488,False,True,Soleado,127,5.308815011596058
Sur,Calcáreo,Cebada,774.6237685411154,29.63414186916548,False,True,Nublado,149,4.781635727433423
Oeste,Arenoso,Maiz,248.77729767771623,19.761671357223943,True,False,Soleado,126,2.717139437724112
Norte,Calcáreo,Cebada,904.338619203296,39.75697367510335,True,True,Soleado,65,8.462465442811345
Norte,Arenoso,Trigo,201.0599913683447,15.08774503249318,True,False,Soleado,124,3.383329598956723
Oeste,Franco,Maiz,900.0490400288543,16.85637754165777,False,True,Soleado,75,5.879607596769464
Norte,Arcilloso,Trigo,242.65770121917424,28.24002686868913,True,True,Lluvioso,77,4.187054839124063
Este,Calcáreo,Trigo,456.0304433938685,26.65180988705213,False,True,Soleado,95,3.653573965729769
Este,Arenoso,Cebada,638.1204527195906,32.48907167528056,True,False,Nublado,89,5.654756842389046
Norte,Siltoso,Cebada,739.3731212312331,36.25819598822601,True,True,Soleado,80,6.852972884408231
Sur,Arenoso,Maiz,695.4263632341514,32.895668926748456,True,False,Nublado,134,5.694701418781654
Sur,Calcáreo,Cebada,536.4124860577108,28.578643848548808,False,False,Soleado,91,4.133878093221245
Norte,Franco,Cebada,338.11313382974885,22.485257760849667,True,True,Nublado,138,5.469250869683518
Oeste,Calcáreo,Maiz,187.36018830776305,15.097222115620903,True,True,Lluvioso,89,3.643332410023851
Este,Franco,Cebada,738.0489944823939,29.977882298007216,False,False,Lluvioso,130,4.536070165271013
Este,Arcilloso,Maiz,252.3493092970212,26.2374928933215,False,True,Lluvioso,122,3.6829459241156894
Este,Calcáreo,Trigo,474.8040458678621,25.27439729347357,False,True,Nublado,128,3.2004942430784613
Este,Arcilloso,Maiz,179.87383145520738,26.01606709303029,False,True,Soleado,73,2.67857986084685
Sur,Calcáreo,Trigo,348.34638924357495,30.85988492117012,False,False,Lluvioso,103,2.3840310075171205
Sur,Turba,Trigo,868.9350062970744,22.548949600780126,False,True,Lluvioso,60,6.160040012271824
Norte,Calcáreo,Cebada,190.7330368503709,18.91481202238262,False,False,Nublado,74,1.3952775427730295
Sur,Arenoso,Maiz,612.0630736887587,29.927320864511003,False,False,Lluvioso,74,3.4575414551243826
Sur,Siltoso,Cebada,116.7479221785741,29.54791748360057,True,False,Soleado,129,2.2062064581312626
Norte,Siltoso,Maiz,888.9949244880756,30.143520664112334,False,True,Nublado,108,6.595596993429086
Norte,Franco,Trigo,890.4439526707835,29.959010762440627,True,False,Soleado,60,6.939661413726999
Norte,Arenoso,Maiz,113.2750048181801,20.193869271015465,False,False,Lluvioso,90,1.04429836330236
Norte,Siltoso,Maiz,949.2661428659806,22.345404698399854,False,False,Nublado,124,4.570559266003311
Norte,Franco,Trigo,835.6483629778229,19.176697260615093,False,False,Soleado,61,5.3561103516647535
Este,Arcilloso,Maiz,675.809855010174,39.34968307705718,True,False,Lluvioso,148,5.217884858005611
Oeste,Turba,Trigo,695.1424898663178,33.702418262110136,True,False,Nublado,123,5.7302551063349565
Sur,Turba,Maiz,254.26396392723504,35.20260226230698,False,True,Nublado,90,2.633273826444156
Sur,Turba,Maiz,743.5349888745495,37.81009159563786,True,True,Lluvioso,98,7.323673216758173
Norte,Siltoso,Cebada,881.9906332043397,22.13820017282538,True,False,Soleado,87,6.639519545781015
Sur,Arcilloso,Trigo,406.0768257853063,27.26104399121956,True,False,Nublado,148,3.060087167194439
Oeste,Turba,Maiz,894.4872664750739,24.91964155795912,False,True,Soleado,122,6.068999026844631
Norte,Siltoso,Cebada,833.3969304517677,16.870344766431614,True,False,Lluvioso,148,5.997968094558702
Oeste,Arenoso,Maiz,961.0880946692758,18.131528457050457,False,False,Soleado,129,4.680363039622642
Oeste,Turba,Maiz,691.5755323121011,22.211474576801425,True,True,Lluvioso,129,6.359276211163464
Sur,Arenoso,Trigo,494.3846447470449,31.91209109126396,False,True,Nublado,79,3.8696423124036015
Norte,Arenoso,Maiz,644.3721813948314,20.65265481721644,True,True,Lluvioso,81,5.8269927655060885
Este,Turba,Trigo,476.4573447146564,39.95070402156071,False,True,Soleado,64,4.175300873575234
Este,Arenoso,Trigo,184.08501830635424,30.95375962907421,False,False,Lluvioso,76,1.223091348612315
Norte,Franco,Cebada,953.9529304936432,26.869902907876675,False,False,Nublado,120,5.410130789258359
Norte,Franco,Maiz,113.65138708162836,39.036933589546415,True,True,Soleado,149,4.407188930151498
Norte,Siltoso,Maiz,923.4731783965848,31.73854283348774,True,True,Soleado,63,8.000987681945178
Norte,Arcilloso,Trigo,927.5342549038188,15.026287539289518,True,True,Lluvioso,123,7.503707570348847
Sur,Arenoso,Maiz,784.4842515569048,37.9165659264297,True,True,Nublado,67,7.224247226312213
Norte,Siltoso,Trigo,840.1738356685116,22.55282609636918,False,False,Nublado,118,4.713299631195636
Este,Calcáreo,Cebada,710.2495068322949,38.680487189823445,False,False,Lluvioso,129,5.166804527149777
Este,Siltoso,Cebada,574.508332655477,20.59682752009985,True,True,Lluvioso,84,5.952542980661338
Sur,Franco,Trigo,476.5471591080115,32.524950730246,True,False,Nublado,87,4.080111817258692
Norte,Siltoso,Trigo,824.07984923165,17.498764800002633,False,True,Soleado,87,4.465042710991371
Oeste,Turba,Maiz,564.0128135818185,22.79274812231204,False,True,Nublado,127,4.530251466337791
Este,Arenoso,Maiz,271.28169089480787,15.393061806104786,False,False,Lluvioso,60,1.656845565375712
Norte,Siltoso,Trigo,247.1875535118161,34.5029477357987,True,True,Soleado,88,4.6044527618790445
Este,Arcilloso,Cebada,556.7506896176274,35.17043860809187,False,True,Nublado,103,4.873163773123847
Este,Franco,Maiz,516.3378941901719,27.683557123320643,False,False,Soleado,110,2.6611792402030336
Norte,Arcilloso,Cebada,633.481857514759,34.725671630061456,True,True,Nublado,114,6.992626792263491
Este,Arcilloso,Trigo,762.116548983563,18.13503250892532,False,True,Lluvioso,89,5.70937997857746
Norte,Arenoso,Maiz,321.06296501445394,18.792981763993083,True,True,Lluvioso,125,4.643524349240193
Sur,Arcilloso,Trigo,880.5432477824257,24.0058831167891,False,True,Lluvioso,82,6.546193080113859
Oeste,Calcáreo,Trigo,517.2097595753269,20.16639926888569,False,False,Soleado,66,2.9675566933730715
Sur,Franco,Cebada,283.162652302265,30.205541362505464,False,True,Lluvioso,117,2.7553933525272822
Norte,Franco,Maiz,806.4574052146103,35.50807504486676,False,False,Soleado,119,4.653896498829131
Oeste,Franco,Cebada,526.0348095482555,35.37806988369299,True,True,Nublado,117,4.8351376762695
Sur,Calcáreo,Trigo,136.81618124775997,31.89526302444207,True,False,Soleado,124,3.391564481659915
Sur,Arcilloso,Cebada,262.76617520558284,15.150774585355672,False,True,Nublado,69,2.4711128547811083
Oeste,Turba,Maiz,280.0507701959176,15.768291214065126,False,False,Soleado,110,1.803083479977004
Este,Siltoso,Cebada,420.174910011155,17.606556818688887,False,True,Nublado,115,3.567763477455657
Este,Siltoso,Maiz,637.9892304725159,21.183677621965643,False,True,Soleado,91,4.963194490003941
Este,Siltoso,Trigo,640.88135353186,15.846071863832709,True,True,Nublado,99,6.243979275715827
Este,Turba,Maiz,563.1290085914841,15.155459769949646,True,False,Nublado,97,3.4592994302897235
Norte,Calcáreo,Cebada,716.813310991304,23.38354021452186,False,True,Nublado,70,4.238085219386277
Sur,Franco,Trigo,324.96743349766007,17.3387414076722,True,False,Soleado,133,2.8211434620549585
Sur,Turba,Cebada,215.3050564806835,38.31559264320583,True,False,Lluvioso,71,3.717156996473732
Este,Siltoso,Cebada,947.2494947906688,29.034474350870155,False,False,Soleado,122,5.415987544530726
Oeste,Arenoso,Maiz,265.09748122494807,22.32644010539105,True,True,Nublado,124,4.416888676833639
Norte,Arcilloso,Maiz,170.83146054324595,18.47979948577904,False,True,Nublado,133,2.9207123720015087
Norte,Arenoso,Maiz,865.1753017393644,36.813545378199215,True,True,Nublado,69,7.759713257129176
Este,Arenoso,Trigo,374.0607163593865,32.89600995262053,False,False,Nublado,62,2.567301421631415
Oeste,Turba,Maiz,796.5535774486073,39.15018820951529,False,False,Soleado,112,4.978168454801304
Sur,Calcáreo,Maiz,464.7378637813972,16.464154491573215,True,True,Soleado,128,5.281783483822672
Norte,Turba,Cebada,576.6420865389105,33.213298010554084,True,False,Soleado,96,5.581973042621964
Norte,Calcáreo,Cebada,423.8930426747504,22.125390565763897,True,True,Soleado,136,5.758096765782685
Norte,Siltoso,Cebada,457.5625490259733,32.742974579670786,True,False,Lluvioso,89,5.377378228972427
Oeste,Franco,Cebada,475.47380282772144,25.88145485116437,False,True,Lluvioso,97,3.657438986884139
Este,Calcáreo,Trigo,647.7413481845724,39.53777231104027,True,True,Soleado,130,6.91710007674685
Norte,Calcáreo,Trigo,181.15101357956505,26.13923546260004,True,True,Nublado,130,3.2060051598603696
Sur,Siltoso,Cebada,825.4016707801102,17.956028947004935,False,True,Nublado,140,5.5949264652853365
Este,Arenoso,Trigo,279.32107684880083,29.586859841951,False,False,Soleado,76,2.108585451577872
Oeste,Calcáreo,Maiz,669.6740037165999,34.46077227037684,True,False,Soleado,144,6.52131656306226
Este,Arenoso,Maiz,298.5453648129661,26.44533821376092,True,True,Nublado,91,4.709100381086045
Sur,Arenoso,Cebada,723.9241301750083,34.647551031002806,True,False,Soleado,75,5.90828840955417
Sur,Arenoso,Maiz,902.6324946257888,37.77513581733899,False,False,Lluvioso,80,5.2525150790318165
Oeste,Siltoso,Cebada,885.3874002811093,32.76902445440279,False,False,Lluvioso,88,5.365380332263236
Norte,Arcilloso,Cebada,892.0255991350714,31.33324883875288,False,False,Lluvioso,123,4.762815687907464
Este,Arenoso,Cebada,185.36938532677192,24.8260163346888,False,False,Nublado,134,1.5589286226967387
Norte,Siltoso,Trigo,758.626773367457,31.06384381445476,False,True,Lluvioso,148,4.828557289249555
Sur,Franco,Maiz,391.7695362788472,21.64976321656452,True,False,Nublado,90,4.179305022913505
Sur,Siltoso,Maiz,338.56647725350354,34.29593589816008,True,True,Nublado,121,4.633354818510814
Sur,Siltoso,Trigo,562.2040067283958,32.959169729935326,False,False,Nublado,85,3.55314854611793
Norte,Siltoso,Maiz,355.12752640624774,34.1970920458256,False,True,Soleado,144,3.2690112498771304
Sur,Arenoso,Trigo,150.99410069818651,19.70179717482129,False,True,Lluvioso,119,2.702240737007837
Sur,Arcilloso,Trigo,659.9824042567783,38.55680691577183,False,False,Nublado,64,4.817729894231258
Norte,Siltoso,Trigo,281.3011346292169,24.94297951731141,True,True,Nublado,67,3.8831813016681176
Sur,Calcáreo,Maiz,290.9531801379768,17.804743057217088,True,False,Soleado,105,3.5882501653426004
Este,Arcilloso,Trigo,884.7227774679662,23.143161215256,True,False,Soleado,116,6.539834800304663
Sur,Franco,Maiz,197.5519768452138,24.097931005726373,False,False,Nublado,60,1.5773339470234486
Este,Siltoso,Cebada,123.17982745831851,26.86704584362077,False,True,Lluvioso,87,1.8692748177434029
Oeste,Calcáreo,Maiz,491.9873102871768,31.02890993106591,False,False,Nublado,122,2.977465709592218
Este,Franco,Maiz,955.3499544783888,19.74385494715669,False,False,Lluvioso,68,5.259982259861937
Este,Calcáreo,Cebada,792.4737153649876,37.98616529985652,False,True,Nublado,66,6.1772531565387165
Sur,Turba,Trigo,965.6244840467348,20.11101955170008,True,True,Nublado,138,8.164211092654813
Oeste,Franco,Maiz,729.6792341728792,37.87264117597342,True,False,Nublado,85,6.693865873521357
Oeste,Franco,Maiz,406.166941323898,39.65497784097699,True,False,Soleado,148,3.156296018593058
Oeste,Turba,Cebada,934.8654927916588,16.601711674971458,False,False,Nublado,142,5.893848302194852
Sur,Arcilloso,Trigo,843.05895299354,19.96273813166313,True,True,Soleado,91,7.824208895198972
Norte,Franco,Cebada,418.8076711692277,26.66124340777825,False,True,Lluvioso,90,3.376804204420356
Norte,Turba,Cebada,695.6523123052679,39.59236008888833,True,True,Lluvioso,68,6.491893964775628
Oeste,Siltoso,Trigo,400.39044301653166,25.950246048117044,False,False,Nublado,130,2.915713062057632
Norte,Calcáreo,Maiz,857.4120486937738,37.81830170030746,False,False,Soleado,79,5.369328211662124
Norte,Calcáreo,Maiz,835.7333866342838,39.25714458955225,False,False,Soleado,66,5.203521608929013
Oeste,Arenoso,Maiz,962.5800225644588,15.844366623917706,True,True,Soleado,86,8.086175454420998
Este,Arenoso,Maiz,467.97586606741856,16.13268460732538,True,True,Soleado,120,4.602031285291048
Este,Calcáreo,Trigo,644.3770296834656,25.425650216484485,True,True,Lluvioso,122,6.532410879154504
Norte,Franco,Cebada,651.8387033326837,22.10951066837599,False,True,Soleado,97,5.800173164779235
Sur,Turba,Trigo,839.1231108278292,32.73946859720449,False,False,Soleado,109,4.755239618574588
Este,Turba,Maiz,350.7181691528066,28.514070049472707,False,True,Lluvioso,119,3.706832459422323
Oeste,Arenoso,Trigo,335.1344925372973,18.29583780766625,True,True,Lluvioso,127,4.519395707269476
Oeste,Siltoso,Trigo,180.2556445223084,33.65988421314573,False,False,Nublado,65,0.9851887333738394
Sur,Arenoso,Maiz,577.2130865581998,34.40396947586293,True,True,Nublado,140,6.583802634607421
Sur,Turba,Maiz,799.5240560929647,34.874166182508425,True,True,Soleado,73,6.678648327099685
Sur,Siltoso,Trigo,428.9867413438756,25.79869553513729,True,True,Soleado,101,5.59546536942628
Oeste,Arenoso,Cebada,278.1396287882449,20.364992169957628,False,True,Soleado,140,2.9920237552808486
Oeste,Franco,Maiz,409.7397869852299,19.271825345582727,False,False,Soleado,149,3.2286331650572704
Este,Calcáreo,Maiz,704.701936964122,24.46904960629643,False,True,Lluvioso,126,5.293600360892509
Norte,Franco,Maiz,593.3876405745862,15.404788286087244,False,False,Lluvioso,79,3.520963792158076
Oeste,Franco,Trigo,318.6034451351285,31.97228544023352,False,True,Lluvioso,102,3.2418554063624048
Este,Franco,Maiz,601.3441786693559,24.470107909630887,False,True,Soleado,106,4.611462973470627
Norte,Arcilloso,Maiz,241.4549545102836,30.75240237026885,True,True,Soleado,99,4.930996555723228
Este,Siltoso,Trigo,902.1816556881242,15.850379979942248,False,False,Nublado,141,4.673749294282689
Oeste,Siltoso,Trigo,722.358125728123,16.41790662656526,True,False,Soleado,85,6.019163066332769
Este,Arcilloso,Maiz,264.61576154171973,21.35262898008159,True,False,Soleado,85,2.7668023010699057
Sur,Arcilloso,Trigo,474.7646842352454,15.33427944059837,True,True,Nublado,86,4.05588931660115
Sur,Siltoso,Trigo,252.8951940132553,35.41823505949283,False,False,Soleado,97,2.0719832438385626
Este,Siltoso,Maiz,102.97067577310096,30.213998489531768,True,True,Nublado,90,3.7176001980872058
Sur,Turba,Trigo,502.4951183452466,38.921741840701785,True,True,Soleado,118,6.641097279255588
Norte,Franco,Maiz,848.1136730243577,33.81032870805645,True,False,Nublado,93,5.587031942547798
Este,Calcáreo,Maiz,109.37971941154632,39.7644932022628,False,False,Soleado,89,2.755901438319532
Sur,Arcilloso,Maiz,251.1944745823357,24.004463550270646,False,True,Nublado,108,2.795837874616617
Oeste,Franco,Cebada,464.5053702199895,34.80460166184473,True,True,Nublado,133,5.719225717549776
Norte,Siltoso,Trigo,370.9059420791549,24.91037089031333,False,True,Lluvioso,91,4.018034563250476
Norte,Siltoso,Trigo,625.7699910501168,36.0874665763828,False,True,Soleado,125,5.538125088962132
Norte,Turba,Maiz,969.3821346869986,33.970159792818215,False,True,Soleado,126,6.001524535148913
Oeste,Siltoso,Maiz,282.348097656396,23.62426197053805,False,False,Nublado,125,2.3185023800787903
Norte,Franco,Cebada,592.18913922299,26.41368594017196,True,False,Soleado,71,5.695796794740804
Norte,Calcáreo,Maiz,809.735212677999,36.10740242349943,True,False,Nublado,130,6.585350930999728
Norte,Calcáreo,Maiz,877.5403893573482,27.537263900988712,False,False,Soleado,114,5.091567817499019
Norte,Arenoso,Cebada,584.5517050900706,15.733715707182462,False,True,Nublado,68,3.6820991107178256
Oeste,Franco,Cebada,111.66780096751752,28.421829564871587,True,False,Soleado,135,2.2183735607262616
Norte,Arcilloso,Maiz,715.408160110035,16.74798022704874,False,False,Soleado,68,3.6789560082175057
Este,Siltoso,Cebada,102.75072210611604,29.01716679532804,False,False,Soleado,94,1.361985934528633
Este,Arenoso,Maiz,448.0763112066564,35.33840440421734,False,False,Nublado,121,3.2325110870582225
Este,Turba,Trigo,423.054250727467,21.12134288266888,False,True,Lluvioso,62,4.032447289084986
Norte,Calcáreo,Trigo,290.1450496253482,30.569837325398005,False,False,Nublado,74,2.4697081801747185
Norte,Siltoso,Maiz,709.043502766271,38.58991718461244,False,True,Soleado,142,5.514779952230128
Este,Franco,Maiz,723.5167386009451,39.32397100356436,False,False,Soleado,105,4.690328958733348
Oeste,Arcilloso,Maiz,632.1682201183465,22.784875387917324,False,True,Lluvioso,134,5.146608048615207
Oeste,Calcáreo,Cebada,352.4474898063129,28.546341961765144,False,False,Soleado,79,2.687398441979062
Sur,Calcáreo,Maiz,372.2863873790861,30.87430098195945,True,False,Soleado,92,4.290729847175848
Oeste,Franco,Cebada,112.12710117377848,20.066131798458404,False,False,Nublado,60,1.1028900246738234
Norte,Calcáreo,Trigo,757.8374900973951,28.79573170095417,False,True,Lluvioso,133,4.823191369546387
Este,Arenoso,Trigo,781.2596393953899,35.81512920251305,False,False,Soleado,93,5.316679008076848
Este,Arcilloso,Cebada,249.5666821115257,31.61156336572373,True,True,Soleado,97,4.633254110585555
Norte,Franco,Cebada,540.1163756990422,36.84271854022447,False,True,Nublado,99,4.078858015288868
Sur,Arenoso,Trigo,278.153374228209,24.209008109865792,False,False,Nublado,82,2.454298598799021
Este,Turba,Maiz,196.53470293811705,23.32894912072576,True,True,Lluvioso,123,4.024069851303549
Este,Arcilloso,Trigo,851.7343425814925,37.07232740026446,True,True,Nublado,103,7.048283172542129
Este,Calcáreo,Cebada,529.8616632320424,35.46645416837252,False,True,Nublado,95,3.650282878517858
Oeste,Calcáreo,Trigo,640.0039752428521,37.126390059051296,True,False,Lluvioso,113,5.296736470559374
Sur,Siltoso,Maiz,153.54433803707408,29.324907385868443,True,False,Lluvioso,96,3.1816128459556694
Oeste,Turba,Cebada,488.8797242950389,39.6988114740192,False,False,Lluvioso,129,3.1171906570849712
Oeste,Franco,Maiz,373.33004791486553,23.16032520902516,True,False,Lluvioso,107,3.2592309632136525
Este,Arenoso,Maiz,973.0334782361634,32.72273726109138,True,False,Soleado,69,6.802589844888216
Este,Franco,Cebada,567.5410197624807,33.24294096412842,True,False,Soleado,82,3.9408291356104415
Sur,Turba,Cebada,798.4891726617552,28.749183769498828,True,False,Lluvioso,99,6.356020652231349
Norte,Siltoso,Cebada,628.7472544542239,20.290034021541626,True,False,Soleado,110,5.0331293532249335
Sur,Calcáreo,Trigo,544.3030612550062,31.50958762677129,True,False,Lluvioso,117,4.477300881284096
Oeste,Franco,Cebada,148.9089051602423,36.2317505917726,True,True,Nublado,68,3.9914894949397945
Oeste,Franco,Trigo,246.5945091609504,22.56439737369404,True,True,Soleado,147,4.196338707977141
Norte,Arenoso,Trigo,122.54338725824518,29.67932530352764,True,False,Soleado,148,2.499200604575983
Este,Franco,Trigo,175.14772914365147,37.75302001193207,False,True,Lluvioso,143,2.5162750353806667
Este,Franco,Maiz,136.65442097177905,33.18306201389428,False,False,Soleado,107,0.7567217014753198
Sur,Arcilloso,Cebada,228.43171522029004,20.841922805529293,True,True,Soleado,88,4.022069720336234
Sur,Arcilloso,Maiz,716.7192380173797,33.737773558746404,True,True,Soleado,149,7.098987263175814
Sur,Arcilloso,Cebada,150.06828250063066,17.349193260981682,False,True,Lluvioso,106,2.2640981470253894
Norte,Arenoso,Cebada,555.5207768238164,28.68380906802584,True,False,Lluvioso,137,4.205127766564194
Este,Turba,Maiz,213.18532651856657,29.834748430097985,False,True,Nublado,109,3.045261102205932
Este,Arcilloso,Maiz,294.2833248737003,15.807911475743648,False,True,Soleado,94,3.224480476356478
Oeste,Siltoso,Trigo,655.4417516674341,25.24703468407024,False,False,Soleado,127,3.2633464707612747
Norte,Siltoso,Maiz,763.8277896692271,15.125206804082367,False,True,Lluvioso,104,5.013258781573657
Sur,Turba,Maiz,994.478513170545,20.883348105961623,False,False,Nublado,87,5.806944797765526
Oeste,Arcilloso,Trigo,325.6680592139558,29.32911102036933,False,False,Lluvioso,87,3.4477614013386253
Este,Calcáreo,Trigo,724.3861636772083,20.63767777934437,False,True,Nublado,91,5.083419201042266
Oeste,Arcilloso,Maiz,947.880656029684,22.181555860095084,True,False,Soleado,62,7.348743437954653
Oeste,Arcilloso,Cebada,300.0728236982699,28.34968009128843,False,False,Lluvioso,125,2.0596107063161653
Oeste,Calcáreo,Cebada,927.9050935116148,34.112603307896734,False,True,Nublado,90,6.415425204525994
Este,Franco,Cebada,452.5345262016916,22.682902854143222,True,False,Soleado,72,4.649990016655104
Este,Turba,Cebada,625.2410196541042,33.32027073216834,True,False,Lluvioso,69,5.067528417838721
Sur,Arenoso,Trigo,585.0478243242885,32.1657391570032,False,False,Lluvioso,95,3.3907398656196595
Norte,Siltoso,Maiz,977.6968198912743,31.738838226259706,False,True,Soleado,126,6.343521806484628
Sur,Calcáreo,Maiz,835.5760201855461,20.81847086314813,True,True,Lluvioso,111,6.751340656757398
Sur,Turba,Maiz,590.2953810563597,34.91506393337794,True,False,Nublado,72,4.920751699254197
Norte,Siltoso,Cebada,368.1283003792961,24.097780462337724,False,False,Nublado,100,2.475580290342203
Oeste,Arcilloso,Cebada,320.34246963465466,25.20489338353685,True,False,Nublado,139,4.736275157247615
Oeste,Turba,Maiz,468.0006523693744,17.07425865793405,False,False,Nublado,140,2.740516510289122
Norte,Franco,Cebada,619.7631088337658,27.50976768787013,True,False,Lluvioso,79,5.555841688941205
Norte,Calcáreo,Cebada,486.78491210236126,28.10497468838802,False,False,Nublado,71,3.149047758321732
Norte,Arcilloso,Cebada,904.9933653020196,31.87956907843924,True,False,Lluvioso,84,6.456729970712623
Sur,Arcilloso,Trigo,557.5814245867853,25.009086319604176,False,False,Lluvioso,62,3.962690431063191
Norte,Franco,Maiz,179.619663982859,36.90931491949653,True,False,Nublado,79,2.650616278527433
Sur,Franco,Maiz,205.25261772210607,29.040207477127595,False,True,Lluvioso,146,2.8808615980112946
Sur,Siltoso,Cebada,599.445463181195,29.651731715120828,False,False,Nublado,107,3.712390722488092
Sur,Siltoso,Cebada,207.23199014371207,33.92849740518044,False,True,Soleado,117,3.0083470058899087
Oeste,Turba,Maiz,747.8115688420137,35.44614138362663,False,True,Soleado,142,5.042034898043575
Este,Arcilloso,Cebada,673.2874797030883,39.35220377618072,False,True,Nublado,79,5.400536106955551
Oeste,Arcilloso,Trigo,613.9264739394165,30.35627309338466,False,False,Lluvioso,138,3.43358080677118
Oeste,Turba,Trigo,343.14224266952,33.84587607747198,False,False,Soleado,126,2.1378094077781364
Oeste,Arenoso,Trigo,422.8032113204113,21.43734876958945,False,True,Soleado,75,3.957154239473138
Oeste,Arenoso,Trigo,168.3835471784949,21.274183134209025,True,False,Lluvioso,103,2.9198294166806344
Este,Arenoso,Maiz,616.9698521756034,39.33019142215166,False,False,Nublado,99,3.9247233532027024
Este,Arenoso,Trigo,959.3234102952064,32.95686684329703,True,False,Nublado,65,7.109172049088026
Este,Siltoso,Maiz,904.927324789758,24.75362804292771,False,False,Soleado,105,4.93182495705467
Sur,Turba,Trigo,544.7353194210889,29.0436747771558,False,True,Lluvioso,106,4.143533991212983
Norte,Turba,Cebada,859.3080000611367,26.43166082208443,True,True,Soleado,126,7.116718445848841
Oeste,Arcilloso,Cebada,910.578776611623,29.94521116224817,False,False,Nublado,89,5.964990571640719
Oeste,Siltoso,Maiz,977.748405176539,35.98103440919537,False,True,Lluvioso,72,5.897253875738285
Oeste,Franco,Cebada,439.2401631045026,23.46697787140992,True,True,Nublado,63,6.347179269998402
Oeste,Siltoso,Trigo,168.82158426308283,36.41921392488719,True,True,Nublado,86,4.5927033774374415
Oeste,Arenoso,Trigo,476.9741324945471,15.947872227654972,False,True,Soleado,141,3.9756124527832952
Oeste,Turba,Maiz,528.3477586178958,15.000617246719711,False,False,Nublado,101,3.3507386909852235
Norte,Calcáreo,Maiz,200.4953382376244,18.869843167077228,True,False,Soleado,82,2.637239857080662
Este,Siltoso,Trigo,719.2440341303183,22.18937809830464,False,True,Soleado,104,4.273323209922667
Sur,Turba,Maiz,114.15302019428574,28.150946938373608,False,True,Lluvioso,109,2.081687295887687
Norte,Siltoso,Cebada,549.3797468949639,30.47257344194151,True,True,Soleado,74,6.550040210206252
Norte,Turba,Cebada,214.4301450763238,25.730840687939686,False,True,Lluvioso,75,2.8516561065212755
Sur,Siltoso,Maiz,250.44611417515463,30.39191286112004,True,True,Soleado,67,4.740887626603885
Oeste,Turba,Maiz,645.7980307459098,25.545393545504425,False,True,Soleado,115,4.743383409945777
Oeste,Turba,Maiz,708.9848666070371,36.7694466366911,False,True,Lluvioso,86,5.6632782280084975
Norte,Siltoso,Maiz,677.196398453799,34.64755907473879,False,True,Lluvioso,140,5.802095429282895
Norte,Arenoso,Trigo,584.753287399014,31.50817601846469,True,True,Soleado,84,6.545282554445935
Sur,Franco,Trigo,506.64297703607735,36.25409564292259,True,False,Nublado,126,4.319770866871494
Oeste,Franco,Maiz,552.82937868876,34.46996222587188,False,False,Soleado,97,3.307752526119346
Oeste,Turba,Maiz,564.275820744908,37.46958817805184,True,True,Soleado,84,6.290566112623768
Sur,Franco,Cebada,386.11590273026354,31.67223240342365,True,False,Nublado,131,4.350876039666428
Este,Calcáreo,Maiz,640.4018337207859,33.23470189660591,True,True,Soleado,110,6.554147281006584
Este,Turba,Trigo,519.4297800139861,25.317564569368763,False,False,Nublado,72,2.5114987390250985
Sur,Calcáreo,Maiz,529.033527050952,36.72188283307975,True,True,Soleado,145,6.11439626700103
Sur,Siltoso,Trigo,391.8180285110984,37.54729807984043,False,True,Nublado,145,3.5258236163637173
Sur,Siltoso,Trigo,231.1530321491809,27.132091706857235,False,True,Soleado,123,2.795376191323371
Sur,Arenoso,Maiz,227.13521700082867,28.62120607728497,False,True,Nublado,138,3.1824594422142454
Oeste,Turba,Cebada,873.8267309169556,39.47224488332844,False,False,Nublado,117,6.236801100027536
Norte,Arenoso,Cebada,564.1632948749401,26.29419722827601,True,True,Lluvioso,99,6.09538678930489
Sur,Siltoso,Maiz,474.8693424375306,34.729189967954866,True,True,Soleado,87,4.863288797224891
Este,Arenoso,Trigo,933.378322621944,27.04648986269693,True,False,Lluvioso,143,7.50166495115266
Norte,Arcilloso,Trigo,378.0572120995521,27.875990175991003,True,False,Soleado,145,3.913446345430936
Sur,Arcilloso,Trigo,436.48048675055935,29.42702321540034,True,True,Nublado,97,4.652005176754767
Este,Arcilloso,Cebada,399.5233881582275,30.55637666999971,True,False,Lluvioso,70,4.325148244749103
